,host_response_time,host_acceptance_rate,host_identity_verified,property_type,host_location,host_is_superhost,instant_bookable,host_has_profile_pic,bathrooms_text,host_verifications,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,beds,number_of_reviews,availability_365,price,minimum_nights,maximum_nights
12082,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,['phone'],4.9,4.82,4.63,4.76,2.0,62,171,360,1,365
12083,within an hour,100%,t,Entire condo,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.87,4.93,4.99,4.87,3.0,87,53,1573,2,1125
12084,DESCONOCIDO,DESCONOCIDO,f,Private room in hostel,DESCONOCIDO,f,t,t,1.5 shared baths,"['email', 'phone']",4.63,4.83,4.9,4.71,1.0,48,257,363,1,365
12085,within an hour,100%,t,Entire condo,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.65,4.73,4.73,4.77,2.0,26,60,1000,3,1125
12086,within an hour,100%,t,Private room in condo,"Mexico City, Mexico",f,t,t,1 private bath,"['email', 'phone']",4.86,4.92,4.99,4.87,1.0,79,44,375,2,1125
12087,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,['phone'],4.95,4.97,4.62,4.87,2.0,60,358,380,1,365
12088,within an hour,96%,t,Private room in home,"Mexico City, Mexico",t,f,t,1 private bath,"['email', 'phone']",4.89,4.76,4.85,4.7,1.0,66,363,464,1,15
12089,DESCONOCIDO,100%,t,Private room in condo,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,365,4539,1,1125
12090,DESCONOCIDO,DESCONOCIDO,f,Tiny home,"Mexico City, Mexico",f,f,t,1 bath,['phone'],4.7,4.8,4.8,4.7,1.0,0,89,998,1,90
12091,within a few hours,75%,t,Entire condo,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,3,335,700,2,1125
12092,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.64,4.91,4.82,4.64,1.0,11,89,808,2,100
12093,within an hour,100%,t,Entire condo,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,2.0,0,364,1100,10,365
12094,within an hour,100%,t,Private room in tiny home,"Mexico City, Mexico",f,t,t,1 private bath,"['email', 'phone', 'work_email']",4.81,4.71,4.9,4.77,1.0,115,361,649,1,1125
12095,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.82,2.0,11,313,2013,2,1125
12096,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1.5 baths,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,364,5680,2,365
12097,within a few hours,89%,t,Private room in rental unit,"Ciudad de Mexico, Mexico",t,f,t,1 private bath,"['email', 'phone']",4.88,4.94,4.81,4.75,1.0,16,356,370,2,60
12098,within an hour,100%,t,Room in hotel,"Mexico City, Mexico",f,t,t,1 private bath,"['email', 'phone']",4.67,5.0,5.0,5.0,1.0,3,90,4826,1,365
12099,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.78,4.83,4.83,4.75,6.0,76,351,989,1,1125
12100,within an hour,100%,t,Shared room in hotel,"Mexico City, Mexico",f,t,t,1.5 shared baths,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,93,1011,1,365
12101,within an hour,99%,t,Entire rental unit,Mexico,t,t,t,2 baths,"['email', 'phone']",4.85,4.96,4.87,4.91,2.0,47,61,1169,3,1125
12102,within an hour,100%,t,Entire condo,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.97,4.89,4.91,4.83,1.0,35,199,1090,2,1125
12103,within an hour,100%,t,Shared room in hotel,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,93,979,1,365
12104,within an hour,90%,t,Private room in condo,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",5.0,4.92,4.92,5.0,1.0,12,365,400,3,45
12105,within an hour,100%,t,Shared room in hotel,"Mexico City, Mexico",f,t,t,1.5 shared baths,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,93,1132,1,365
12106,a few days or more,56%,t,Entire serviced apartment,"Mexico City, Mexico",f,f,t,2.5 baths,"['email', 'phone']",4.67,4.67,5.0,4.5,2.0,6,334,2800,2,1125
12107,within an hour,0%,t,Entire condo,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone', 'work_email']",5.0,5.0,4.75,5.0,2.0,4,53,500,10,30
12108,within a day,60%,t,Entire condo,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,2.0,0,88,585,3,365
12109,within an hour,100%,t,Room in hotel,"Mexico City, Mexico",f,t,t,1 private bath,"['email', 'phone']",3.0,4.0,4.5,3.5,3.0,2,90,3938,1,365
12110,within a few hours,84%,t,Entire townhouse,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",4.76,5.0,5.0,4.83,4.0,29,303,900,3,1125
12111,within an hour,100%,t,Entire rental unit,Mexico,t,t,t,1 bath,"['email', 'phone']",4.92,4.88,4.97,4.93,1.0,119,88,730,1,365
12112,a few days or more,67%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,364,300,15,30
12113,within a few hours,100%,t,Shared room in guesthouse,"Mexico City, Mexico",f,f,t,3 shared baths,"['email', 'phone']",5.0,5.0,5.0,5.0,9.0,2,365,330,2,1125
12114,within an hour,97%,t,Entire rental unit,Mexico,t,f,t,1 bath,"['email', 'phone']",4.95,4.95,4.68,4.84,2.0,19,365,650,2,1125
12115,DESCONOCIDO,DESCONOCIDO,f,Entire serviced apartment,DESCONOCIDO,f,t,t,2.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,3.0,1,0,6000,9,60
12116,within an hour,98%,t,Entire serviced apartment,Mexico,t,t,t,2 baths,"['email', 'phone']",4.96,4.88,4.98,4.86,3.0,49,349,1397,2,45
12117,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.71,4.87,4.95,4.73,1.0,63,172,1219,2,1125
12118,a few days or more,33%,t,Room in hotel,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,341,650,1,1125
12119,within an hour,86%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",4.89,4.94,4.94,4.94,4.0,53,76,2114,2,1125
12120,DESCONOCIDO,DESCONOCIDO,t,Entire loft,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,2.0,0,337,512,1,185
12121,within an hour,99%,t,Private room in home,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",4.75,5.0,5.0,4.75,2.0,4,354,354,2,30
12122,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1.5 baths,"['email', 'phone']",4.89,4.86,4.89,4.86,3.0,44,136,682,1,28
12123,within an hour,98%,t,Entire townhouse,DESCONOCIDO,t,f,t,1 bath,"['email', 'phone']",4.73,4.98,5.0,4.88,1.0,49,165,385,1,15
12124,within an hour,99%,t,Entire loft,Mexico,f,f,t,1 bath,"['email', 'phone', 'work_email']",4.67,4.89,4.89,4.67,2.0,54,345,521,3,60
12125,within an hour,100%,t,Entire loft,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.85,4.94,5.0,4.47,1.0,34,365,875,2,25
12126,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.94,4.95,4.94,4.85,2.0,66,184,2543,3,60
12127,within an hour,85%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,2 baths,"['email', 'phone']",4.67,4.66,4.99,4.58,2.0,117,344,1504,1,7
12128,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.95,4.95,4.98,4.85,2.0,93,195,2286,3,90
12129,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,2.0,0,271,805,3,185
12130,DESCONOCIDO,100%,t,Room in boutique hotel,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,1.0,0,362,1254,1,99
12131,within an hour,100%,t,Entire rental unit,DESCONOCIDO,t,t,t,2 baths,['phone'],4.73,5.0,4.93,4.87,2.0,15,142,800,2,1125
12132,within a few hours,100%,t,Shared room in guesthouse,"Mexico City, Mexico",f,f,t,3 shared baths,"['email', 'phone']",4.67,5.0,4.67,4.0,9.0,3,364,330,2,1125
12133,within a day,100%,t,Entire serviced apartment,DESCONOCIDO,f,f,t,1.5 baths,"['email', 'phone']",4.56,4.63,4.5,4.56,2.0,16,265,450,5,1125
12134,within an hour,100%,t,Entire rental unit,DESCONOCIDO,t,f,t,1 bath,"['email', 'phone']",4.98,4.97,5.0,4.82,2.0,60,149,1381,2,365
12135,within a few hours,65%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",3.56,4.44,5.0,4.44,2.0,9,139,829,4,1125
12136,within an hour,100%,t,Private room in home,"Mexico City, Mexico",t,t,t,1.5 baths,"['email', 'phone']",4.67,5.0,5.0,5.0,1.0,3,149,260,10,1125
12137,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.98,4.96,4.94,4.7,1.0,50,94,1176,1,365
12138,within an hour,99%,t,Private room in bed and breakfast,"Naucalpan de JuÃ¡rez, Mexico",t,t,t,1 private bath,"['email', 'phone']",4.84,4.72,4.93,4.83,2.0,374,219,2240,1,365
12139,within an hour,99%,t,Entire serviced apartment,"Naucalpan de JuÃ¡rez, Mexico",t,t,t,1 bath,"['email', 'phone']",4.85,4.66,4.92,4.75,2.0,204,219,2247,1,365
12140,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",5.0,4.94,5.0,4.78,1.0,18,113,1102,1,365
12141,within an hour,100%,t,Private room in tiny home,"Mexico City, Mexico",f,f,t,Private half-bath,"['email', 'phone']",5.0,4.75,5.0,5.0,2.0,4,172,420,2,100
12142,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,4.94,2.0,18,105,1709,1,365
12143,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.82,5.0,4.97,4.79,1.0,34,114,1176,1,365
12144,within an hour,100%,t,Private room in tiny home,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,4.83,1.0,6,169,400,2,60
12145,within an hour,97%,t,Entire loft,Mexico,t,f,t,1 bath,"['email', 'phone']",4.81,4.96,4.96,4.96,1.0,27,308,1289,1,1125
12146,within an hour,97%,t,Entire loft,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.93,2.0,15,133,1920,4,180
12147,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.92,4.9,4.84,4.71,1.0,51,78,1531,2,120
12148,within an hour,100%,t,Tiny home,"Mexico City, Mexico",f,f,t,1.5 baths,"['email', 'phone']",4.79,4.71,4.97,4.79,3.0,34,357,850,2,160
12149,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.96,4.87,4.96,4.74,1.0,23,113,1098,1,365
12150,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,2 baths,"['email', 'phone']",4.98,4.96,4.93,4.88,2.0,85,79,1676,1,365
12151,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.88,4.92,4.77,4.82,1.0,65,90,1126,2,120
12152,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.95,4.95,4.9,4.71,1.0,21,113,1146,1,365
