,host_response_time,host_acceptance_rate,host_identity_verified,property_type,host_location,host_is_superhost,instant_bookable,host_has_profile_pic,bathrooms_text,host_verifications,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,beds,number_of_reviews,availability_365,price,minimum_nights,maximum_nights
7532,within an hour,100%,t,Room in boutique hotel,"Mexico City, Mexico",t,t,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,21,290,2657,1,365
7533,within an hour,93%,f,Private room in rental unit,DESCONOCIDO,f,f,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,2,58,500,2,1125
7534,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.92,4.91,4.96,4.79,2.0,53,120,2205,1,365
7535,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.97,5.0,5.0,4.89,5.0,37,362,1540,1,1125
7536,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",5.0,4.98,4.98,4.89,5.0,46,346,1399,1,1125
7537,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.47,4.84,4.91,4.38,2.0,59,72,899,2,1125
7538,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.93,4.89,4.87,4.8,1.0,236,274,563,1,60
7539,DESCONOCIDO,DESCONOCIDO,f,Private room in rental unit,DESCONOCIDO,f,f,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,365,200,29,30
7540,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.96,4.94,4.96,4.94,3.0,53,343,940,1,1125
7541,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.94,4.89,4.98,4.73,2.0,93,113,1750,1,365
7542,DESCONOCIDO,100%,f,Private room in home,DESCONOCIDO,f,f,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,2.0,0,364,260,4,7
7543,within a few hours,94%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.65,4.96,4.96,4.74,2.0,23,359,300,1,1125
7544,DESCONOCIDO,DESCONOCIDO,f,Shared room in rental unit,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,179,4400,6,1125
7545,DESCONOCIDO,DESCONOCIDO,f,Entire home,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,29,400,1,1125
7546,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.98,4.94,5.0,4.92,3.0,84,336,851,1,1125
7547,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.86,4.86,5.0,4.93,5.0,28,350,1640,2,1125
7548,within a few hours,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.87,5.0,5.0,4.93,2.0,15,304,1892,2,90
7549,DESCONOCIDO,DESCONOCIDO,f,Private room in home,DESCONOCIDO,f,f,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,3.0,0,358,1001,2,2
7550,within an hour,100%,t,Entire loft,Mexico,f,t,t,1 bath,"['email', 'phone']",4.8,4.58,4.72,4.7,1.0,189,159,806,1,1125
7551,within an hour,97%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.55,4.82,4.69,4.78,1.0,49,57,660,2,1125
7552,within an hour,100%,t,Private room in condo,"Mexico City, Mexico",f,f,t,1 shared bath,['phone'],4.5,5.0,5.0,4.75,1.0,4,13,700,1,1125
7553,within an hour,99%,t,Entire rental unit,DESCONOCIDO,t,f,t,7 baths,"['email', 'phone']",4.88,5.0,5.0,4.47,8.0,17,207,20000,2,60
7554,within an hour,100%,f,Private room in condo,"Mexico City, Mexico",f,f,t,1.5 shared baths,"['email', 'phone']",5.0,5.0,5.0,4.0,1.0,1,57,400,2,10
7555,DESCONOCIDO,83%,t,Entire loft,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone', 'work_email']",5.0,5.0,4.5,5.0,1.0,2,313,884,1,30
7556,within an hour,97%,t,Private room in condo,"Mexico City, Mexico",t,f,t,1 shared bath,"['email', 'phone']",4.86,4.94,4.89,4.86,1.0,37,275,363,2,1125
7557,within an hour,100%,t,Entire loft,"Santiago de QuerÃ©taro, Mexico",f,t,t,1 bath,"['email', 'phone']",4.94,4.92,4.84,4.78,2.0,141,266,831,1,1125
7558,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.92,4.92,4.97,4.92,3.0,36,98,2888,1,365
7559,a few days or more,DESCONOCIDO,f,Private room in rental unit,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,365,450,2,30
7560,within an hour,100%,t,Entire serviced apartment,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",5.0,5.0,5.0,5.0,2.0,1,0,1700,3,31
7561,DESCONOCIDO,DESCONOCIDO,f,Private room in home,DESCONOCIDO,f,f,t,2 shared baths,['phone'],4.7,4.8,4.8,4.7,1.0,0,29,290,2,5
7562,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.89,4.95,4.97,4.79,3.0,38,179,1183,1,1125
7563,within an hour,98%,t,Entire condo,Mexico,t,f,t,1 bath,"['email', 'phone']",4.98,4.96,4.92,4.88,2.0,49,166,585,2,1125
7564,within an hour,50%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",2.0,3.0,4.5,3.0,1.0,2,365,201,1,60
7565,within an hour,100%,t,Entire serviced apartment,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",5.0,4.98,5.0,4.79,2.0,53,54,1693,2,180
7566,within an hour,97%,t,Entire home,DESCONOCIDO,t,f,t,1.5 baths,"['email', 'phone']",4.83,4.93,5.0,4.97,4.0,30,294,951,3,1125
7567,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.71,4.8,4.84,4.6,1.0,45,117,1410,1,365
7568,within an hour,85%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1.5 shared baths,"['email', 'phone']",4.75,4.61,4.86,4.69,1.0,134,56,324,1,30
7569,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2.5 baths,"['email', 'phone']",4.92,4.94,4.95,4.86,2.0,97,101,2209,1,365
7570,within an hour,85%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1.5 shared baths,"['email', 'phone']",4.76,4.7,4.84,4.72,1.0,101,61,360,1,30
7571,within an hour,85%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1.5 shared baths,"['email', 'phone']",4.7,4.67,4.87,4.72,1.0,104,58,371,1,30
7572,DESCONOCIDO,DESCONOCIDO,f,Entire rental unit,"Montevideo, Uruguay",f,t,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,2.0,0,365,4500,30,365
7573,within a day,100%,t,Private room in rental unit,DESCONOCIDO,f,t,t,1.5 baths,"['email', 'phone']",4.5,4.5,4.5,4.5,4.0,4,0,400,1,1125
7574,DESCONOCIDO,DESCONOCIDO,f,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,3,173,800,5,1125
7575,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2.5 baths,"['email', 'phone']",4.79,4.92,4.98,4.79,2.0,103,84,2188,1,365
7576,within an hour,97%,t,Entire guest suite,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.8,4.78,4.81,4.78,2.0,389,9,730,1,365
7577,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.5,4.58,4.75,4.75,2.0,12,9,1300,1,1125
7578,within an hour,100%,t,Private room in home,DESCONOCIDO,t,t,t,1 shared bath,"['email', 'phone']",4.83,4.75,4.75,4.75,1.0,12,334,204,1,1125
7579,a few days or more,33%,t,Entire condo,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,2,347,990,2,1125
7580,a few days or more,0%,f,Private room in home,"Cuernavaca, Mexico",f,f,t,2 baths,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,23,317,1,1125
7581,DESCONOCIDO,100%,t,Private room in bed and breakfast,"Mexico City, Mexico",f,t,t,1.5 baths,"['email', 'phone']",5.0,4.25,4.75,3.5,1.0,4,363,2772,1,365
7582,within an hour,100%,t,Entire rental unit,"Ciudad de Mexico, Mexico",f,t,t,1 bath,"['email', 'phone']",4.39,4.82,4.82,4.47,1.0,76,163,510,2,140
7583,a few days or more,100%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,364,240,15,1125
7584,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.96,4.98,4.96,4.9,3.0,48,347,1090,1,1125
7585,within an hour,99%,t,Entire loft,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.9,4.84,4.9,4.84,2.0,80,135,931,2,1125
7586,within an hour,100%,t,Entire condo,"Santiago de QuerÃ©taro, Mexico",f,t,t,2 baths,"['email', 'phone']",4.91,4.82,4.9,4.79,3.0,105,86,11000,1,1125
7587,within a day,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,3 baths,"['email', 'phone']",4.63,4.88,5.0,4.88,3.0,8,0,2889,5,360
7588,within an hour,100%,t,Private room in barn,"Mexico City, Mexico",t,f,t,1 shared bath,"['email', 'phone']",5.0,4.4,4.8,4.2,1.0,5,363,450,1,1125
7589,within an hour,100%,t,Entire condo,"Santiago de QuerÃ©taro, Mexico",f,t,t,2 baths,"['email', 'phone']",4.82,4.84,4.91,4.78,3.0,214,327,1226,1,1125
7590,within an hour,100%,t,Entire condo,"Santiago de QuerÃ©taro, Mexico",f,t,t,2 baths,"['email', 'phone']",4.89,4.89,4.95,4.81,3.0,219,324,1109,1,1125
7591,within an hour,100%,t,Entire condo,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.95,4.97,5.0,4.92,3.0,62,220,2082,3,1125
7592,within an hour,100%,t,Entire condo,"Santiago de QuerÃ©taro, Mexico",f,t,t,2 baths,"['email', 'phone']",4.84,4.85,4.92,4.76,3.0,193,343,1026,1,1125
7593,within an hour,100%,t,Entire condo,"Santiago de QuerÃ©taro, Mexico",f,t,t,2 baths,"['email', 'phone']",4.73,4.84,4.92,4.71,3.0,183,344,1100,1,1125
7594,within an hour,100%,t,Entire condo,"Santiago de QuerÃ©taro, Mexico",f,t,t,2 baths,"['email', 'phone']",4.87,4.85,4.9,4.75,3.0,194,342,1126,1,1125
7595,a few days or more,63%,t,Private room in condo,"Mexico City, Mexico",f,f,t,1.5 shared baths,"['email', 'phone']",4.78,5.0,5.0,5.0,2.0,10,338,228,20,1125
7596,within an hour,99%,t,Entire home,"Mexico City, Mexico",t,f,t,4.5 baths,"['email', 'phone']",4.87,4.97,4.96,4.78,10.0,109,297,12060,3,1125
7597,within an hour,98%,t,Entire loft,"Mexico City, Mexico",t,f,t,1 bath,['phone'],4.96,4.93,4.91,4.88,3.0,56,89,2866,1,999
7598,DESCONOCIDO,DESCONOCIDO,t,Private room in serviced apartment,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",3.0,3.0,5.0,3.0,1.0,1,0,650,1,1125
7599,DESCONOCIDO,DESCONOCIDO,f,Entire condo,DESCONOCIDO,f,f,t,2 baths,"['email', 'phone']",4.94,5.0,4.67,5.0,2.0,18,43,650,2,1125
7600,within an hour,100%,t,Entire condo,"Santiago de QuerÃ©taro, Mexico",f,t,t,2 baths,"['email', 'phone']",4.84,4.82,4.95,4.77,3.0,176,330,1176,1,1125
7601,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.9,4.97,4.83,4.9,6.0,30,337,1750,2,1125
7602,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,2.0,0,358,2000,5,1125
7603,DESCONOCIDO,0%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,4.67,1.0,3,363,3500,1,30
7604,DESCONOCIDO,0%,t,Entire loft,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",4.79,4.83,4.9,4.79,1.0,52,358,20000,60,1125
7605,within an hour,98%,t,Entire loft,"Mexico City, Mexico",t,f,t,1 bath,['phone'],4.86,5.0,4.86,4.43,4.0,7,106,2579,1,999
7606,a few days or more,0%,t,Private room in rental unit,Mexico,f,f,t,1.5 baths,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,65,500,3,30
7607,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",t,f,t,1 shared bath,"['email', 'phone', 'work_email']",4.84,4.75,4.96,4.84,1.0,167,346,390,2,1125
7608,DESCONOCIDO,100%,f,Shared room in home,"Mexico City, Mexico",f,t,t,2 shared baths,['phone'],4.7,4.8,4.8,4.7,6.0,0,365,280,7,30
7609,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.92,4.94,4.82,4.83,3.0,71,277,850,1,1125
7610,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",t,f,t,1 private bath,"['email', 'phone']",4.79,4.93,4.88,4.84,1.0,107,272,400,1,1125
7611,within an hour,100%,f,Private room in rental unit,"Saltillo, Mexico",f,f,t,1.5 shared baths,"['email', 'phone']",4.5,4.5,5.0,5.0,2.0,2,179,600,1,1125
7612,within an hour,88%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['phone', 'work_email']",4.35,4.81,4.73,4.54,2.0,37,56,500,2,1125
7613,DESCONOCIDO,DESCONOCIDO,f,Shared room in home,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,5.0,1,359,476,1,1125
7614,DESCONOCIDO,DESCONOCIDO,t,Private room in home,"Mexico City, Mexico",f,t,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,4,0,600,2,90
7615,DESCONOCIDO,0%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,0 shared baths,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,2.0,0,269,1000,1,1125
7616,within an hour,98%,t,Entire guest suite,"Mexico City, Mexico",t,f,t,1 bath,['phone'],4.91,5.0,4.96,5.0,2.0,23,103,3047,1,999
7617,within a day,DESCONOCIDO,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.85,4.67,4.88,4.64,1.0,33,59,371,5,1125
7618,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",4.76,4.91,4.57,4.82,3.0,175,297,1203,1,180
7619,a few days or more,0%,f,Private room in rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.0,4.0,5.0,5.0,1.0,1,34,360,1,1125
7620,within an hour,97%,t,Private room in home,Mexico,t,t,t,1.5 baths,"['email', 'phone', 'work_email']",5.0,5.0,5.0,5.0,1.0,2,292,1950,2,28
7621,within an hour,85%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",4.59,4.52,4.71,4.61,1.0,147,59,254,1,33
7622,within an hour,100%,t,Entire guest suite,"Federal District, Mexico",t,t,t,1 bath,"['email', 'phone', 'work_email']",4.94,4.95,4.94,4.85,1.0,129,365,900,1,1125
7623,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.82,4.91,5.0,4.82,4.0,11,359,785,3,120
7624,within an hour,95%,t,Private room in home,"Mexico City, Mexico",f,f,t,2 shared baths,"['email', 'phone']",3.89,4.33,4.78,3.89,1.0,9,363,322,30,1125
7625,DESCONOCIDO,0%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,4.92,4.92,4.0,12,147,1600,2,1125
7626,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",4.86,4.9,4.86,4.9,1.0,21,91,450,2,1125
7627,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.85,4.8,4.93,4.88,4.0,59,346,785,3,120
7628,within an hour,100%,t,Entire condo,DESCONOCIDO,t,f,t,3 baths,"['email', 'phone']",4.87,4.98,4.89,4.79,3.0,92,302,4635,2,1125
7629,within an hour,98%,t,Entire loft,"Mexico City, Mexico",t,f,t,1 bath,['phone'],5.0,5.0,4.88,4.81,3.0,16,103,2416,1,999
7630,within an hour,98%,t,Entire loft,"Mexico City, Mexico",t,f,t,1 bath,['phone'],4.93,4.82,4.91,4.75,5.0,44,93,4539,2,999
7631,within an hour,96%,t,Entire loft,"Mexico City, Mexico",t,f,t,1 bath,['phone'],4.93,5.0,4.71,4.79,2.0,28,8,604,2,1125
7632,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,4.95,4.0,20,343,785,3,120
7633,within an hour,100%,t,Entire guest suite,DESCONOCIDO,t,t,t,1 bath,"['email', 'phone']",4.83,5.0,4.78,4.9,2.0,41,8,820,3,360
7634,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.86,4.95,4.95,4.95,4.0,21,346,785,3,120
7635,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.82,4.79,4.85,4.68,4.0,34,351,785,3,120
7636,DESCONOCIDO,80%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",4.85,5.0,4.75,4.85,1.0,20,0,273,2,20
7637,DESCONOCIDO,0%,t,Entire home,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.67,5.0,5.0,5.0,2.0,6,88,410,2,5
7638,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,['phone'],4.86,4.91,5.0,4.83,2.0,58,355,650,3,1125
7639,DESCONOCIDO,100%,t,Private room in condo,"Mexico City, Mexico",f,f,t,1.5 shared baths,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,358,198,1,5
7640,DESCONOCIDO,DESCONOCIDO,f,Shared room in home,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,2.0,0,30,219,1,1125
7641,within an hour,100%,t,Private room in condo,Mexico,f,f,t,1.5 shared baths,"['email', 'phone', 'work_email']",5.0,5.0,5.0,4.67,1.0,3,321,300,3,1125
7642,DESCONOCIDO,DESCONOCIDO,f,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,365,600,7,1125
7643,within a day,47%,t,Entire home,Mexico,f,f,t,7.5 baths,"['email', 'phone']",4.7,4.8,4.8,4.7,5.0,1,117,21948,4,60
7644,within an hour,92%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.57,4.85,4.91,4.7,3.0,101,223,1638,2,365
7645,within a day,38%,t,Private room in home,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",4.7,4.8,4.8,4.7,2.0,0,0,528,5,1125
7646,within a day,72%,f,Private room in home,"Mexico City, Mexico",f,f,t,1.5 shared baths,"['email', 'phone']",4.88,4.5,4.75,4.88,1.0,8,87,212,1,366
7647,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",4.71,4.94,4.93,4.87,6.0,147,219,969,1,1125
7648,within an hour,94%,t,Private room in home,"Mexico City, Mexico",t,f,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,4.89,1.0,18,89,1100,1,7
7649,within an hour,100%,t,Room in aparthotel,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.82,4.83,4.46,4.59,2.0,90,269,812,1,1125
7650,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.94,4.9,4.98,4.85,1.0,52,365,866,2,1125
7651,DESCONOCIDO,25%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,2,179,624,1,1125
7652,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.84,4.8,4.75,4.83,2.0,80,101,1878,1,365
7653,within an hour,100%,t,Entire loft,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",4.96,5.0,5.0,4.93,1.0,27,180,1099,1,1125
7654,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.8,4.94,4.9,4.77,2.0,267,305,665,1,1125
7655,within an hour,100%,t,Private room in condo,"Mexico City, Mexico",t,f,t,1 shared bath,"['email', 'phone', 'work_email']",4.88,4.88,4.88,4.75,1.0,8,174,550,2,120
7656,within an hour,100%,t,Entire loft,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.71,4.83,4.9,4.55,1.0,216,329,1045,1,1125
7657,within an hour,98%,t,Entire loft,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.85,4.78,4.91,4.89,1.0,65,364,850,2,1125
7658,within an hour,95%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2.5 baths,"['email', 'phone']",4.55,4.68,4.94,4.61,3.0,71,57,1500,1,365
7659,within an hour,82%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,59,1271,1,5
7660,within an hour,96%,t,Entire condo,Mexico,t,f,t,2.5 baths,"['email', 'phone', 'work_email']",4.7,4.8,4.7,4.75,2.0,20,346,1663,2,1125
7661,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",5.0,5.0,4.69,5.0,2.0,13,151,801,2,90
7662,within an hour,83%,t,Private room in home,"Mexico City, Mexico",t,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.33,4.67,4.67,4.67,1.0,3,321,250,2,1125
7663,within an hour,60%,f,Private room in rental unit,DESCONOCIDO,f,f,t,1 private bath,['phone'],4.88,4.94,4.82,4.59,1.0,17,176,800,1,1125
7664,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.89,4.95,4.92,4.84,5.0,37,352,1640,1,1125
7665,within an hour,100%,t,Entire guest suite,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone', 'work_email']",5.0,4.98,4.98,4.95,2.0,41,334,1374,1,60
7666,within an hour,0%,f,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.63,4.88,4.63,4.88,3.0,8,350,1000,2,28
7667,within an hour,100%,t,Entire rental unit,"ConcepciÃ³n, Chile",f,f,t,1 bath,['phone'],4.79,4.72,4.56,4.63,3.0,78,70,781,3,1125
7668,within an hour,100%,t,Entire rental unit,Mexico,t,t,t,1 bath,"['email', 'phone']",4.92,4.89,4.92,4.9,2.0,156,81,1143,2,1125
7669,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.92,5.0,4.96,4.92,6.0,26,355,1990,2,1125
7670,within an hour,100%,t,Entire condo,DESCONOCIDO,t,f,t,2 baths,"['email', 'phone']",4.91,4.98,5.0,4.88,4.0,85,177,1744,2,1125
7671,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",5.0,4.94,5.0,4.9,2.0,49,223,1500,2,1125
7672,DESCONOCIDO,DESCONOCIDO,t,Entire loft,"Mexico City, Mexico",f,t,t,1.5 baths,"['email', 'phone', 'work_email']",5.0,5.0,5.0,4.89,1.0,9,357,1848,2,1125
7673,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,['phone'],4.7,4.8,4.8,4.7,1.0,0,362,1000,2,2
7674,within an hour,100%,t,Entire loft,"Santiago de QuerÃ©taro, Mexico",f,t,t,1 bath,"['email', 'phone']",4.88,4.86,4.83,4.75,2.0,138,330,934,1,1125
7675,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1.5 baths,"['email', 'phone']",4.84,4.81,4.56,4.73,2.0,77,166,440,2,1125
7676,DESCONOCIDO,DESCONOCIDO,t,Entire condo,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.97,4.98,4.95,4.94,2.0,130,97,881,3,1125
7677,within an hour,100%,t,Entire rental unit,"Naucalpan, Mexico",f,t,t,1 bath,"['email', 'phone']",4.84,4.77,4.96,4.79,1.0,194,363,1254,1,365
7678,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",t,f,t,1 shared bath,"['email', 'phone']",4.92,4.98,5.0,4.96,1.0,50,312,577,1,10
7679,within an hour,96%,t,Entire loft,"Naucalpan de JuÃ¡rez, Mexico",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.9,4.98,4.8,4.78,2.0,49,247,1050,3,360
7680,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1.5 baths,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,363,202,1,50
7681,within an hour,60%,f,Private room in home,DESCONOCIDO,f,f,t,1 private bath,['phone'],3.75,4.0,4.5,3.5,1.0,4,91,800,1,1125
7682,within an hour,100%,t,Entire loft,"Santiago de QuerÃ©taro, Mexico",f,t,t,1 bath,"['email', 'phone']",4.86,4.86,4.82,4.68,1.0,185,350,916,1,1125
7683,within an hour,100%,t,Entire loft,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.45,4.92,4.89,4.52,1.0,62,350,768,2,1125
7684,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.83,4.91,4.99,4.77,2.0,107,103,2323,1,365
7685,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,4.92,4.0,12,296,785,3,120
7686,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.97,4.9,4.93,4.87,4.0,30,356,796,3,120
7687,within an hour,100%,t,Entire serviced apartment,"Mexico City, Mexico",f,t,t,2 baths,"['email', 'phone', 'work_email']",4.57,4.57,5.0,4.86,2.0,7,266,1281,1,365
7688,within an hour,98%,t,Entire condo,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.85,4.89,4.96,4.81,4.0,27,328,786,3,120
7689,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.95,4.94,4.95,4.77,2.0,64,24,2244,1,365
